meal,parking,room_type,lead_time,market,repeated,canceled_book,price,special_requests,num of people,nights,output
Meal Plan 1,0,Room_Type 1,166,Offline,0,0,110,0,1,3,Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,92,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,41,Online,0,0,137,2,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,74,Online,0,0,89,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,14,Online,0,0,155,1,2,6,Not_Canceled
Meal Plan 2,0,Room_Type 1,7,Online,0,0,151,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,83,Offline,0,0,112,0,2,1,Not_Canceled
Not Selected,0,Room_Type 1,95,Online,0,0,108,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,9,Online,0,0,83,1,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,106,Offline,0,0,72,2,2,8,Not_Canceled
Meal Plan 1,0,Room_Type 1,79,Online,0,0,90,1,2,4,Canceled
Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,110,0,1,2,Canceled
Meal Plan 1,0,Room_Type 4,120,Offline,0,0,108,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,81,Offline,0,0,65,0,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,96,Offline,0,0,94,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,73,Offline,0,0,56,1,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,101,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 2,184,Online,0,0,65,1,2,8,Not_Canceled
Meal Plan 1,0,Room_Type 1,91,Offline,0,0,75,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,82,Offline,0,0,115,0,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 4,83,Online,0,0,132,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,116,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 2,106,Online,0,0,91,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,6,Offline,0,0,77,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,185,Online,0,0,103,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,115,Online,0,0,68,2,1,5,Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,111,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,6,Online,0,0,109,1,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,87,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,9,Online,0,0,131,1,2,1,Not_Canceled
Meal Plan 2,0,Room_Type 1,117,Offline,0,0,94,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,45,Online,0,0,117,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Offline,0,0,95,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,4,Online,0,0,149,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,80,1,2,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,109,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,46,Online,0,0,86,0,1,3,Canceled
Meal Plan 1,1,Room_Type 4,20,Online,0,0,139,1,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,98,Online,0,0,126,0,2,1,Canceled
Meal Plan 1,0,Room_Type 4,31,Online,0,0,95,1,1,4,Canceled
Meal Plan 1,0,Room_Type 1,30,Online,0,0,94,2,2,3,Not_Canceled
Not Selected,0,Room_Type 2,150,Online,0,0,86,1,2,3,Canceled
Meal Plan 1,0,Room_Type 1,156,Online,0,0,108,0,1,1,Canceled
Meal Plan 1,0,Room_Type 1,74,Online,0,0,126,0,2,1,Not_Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,109,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,38,Offline,0,0,81,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,112,Online,0,0,146,1,3,3,Not_Canceled
Meal Plan 1,1,Room_Type 4,91,Online,0,0,127,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,69,Online,0,0,118,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,63,Online,0,0,125,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,40,Online,0,0,95,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,37,Online,0,0,99,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,40,Offline,0,0,85,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,16,Corporate,0,0,75,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,76,Online,0,0,85,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,193,Offline,0,0,120,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,213,Offline,0,0,80,1,2,8,Not_Canceled
Meal Plan 1,0,Room_Type 4,44,Online,0,0,131,1,4,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,151,Online,0,0,136,0,3,7,Canceled
Meal Plan 1,0,Room_Type 4,202,Online,0,0,109,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,15,Online,0,0,80,0,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,101,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,4,Online,0,0,80,0,1,5,Canceled
Meal Plan 1,0,Room_Type 1,56,Offline,0,0,120,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,47,Online,0,0,92,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,145,Online,0,0,106,2,3,7,Canceled
Meal Plan 1,0,Room_Type 2,33,Offline,0,0,83,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,75,Online,0,0,135,2,3,7,Canceled
Meal Plan 1,0,Room_Type 1,156,Online,0,0,93,1,2,4,Canceled
Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,100,0,1,3,Canceled
Meal Plan 1,1,Room_Type 1,190,Online,0,0,105,1,2,3,Canceled
Meal Plan 1,0,Room_Type 1,14,Offline,0,0,100,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,135,Offline,0,0,80,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,73,Offline,0,0,85,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,5,Online,0,0,113,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,22,Online,0,0,133,0,3,5,Not_Canceled
Meal Plan 2,0,Room_Type 1,102,Offline,0,0,80,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,115,Offline,0,0,72,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,77,Online,0,0,76,1,2,3,Canceled
Meal Plan 1,0,Room_Type 1,57,Offline,0,0,75,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,65,Online,0,0,118,1,2,1,Not_Canceled
Meal Plan 1,1,Room_Type 1,37,Online,0,0,103,2,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,73,Online,0,0,135,1,3,5,Canceled
Meal Plan 1,0,Room_Type 1,71,Online,0,0,112,0,1,1,Canceled
Meal Plan 2,0,Room_Type 1,23,Offline,0,0,109,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,29,Online,0,0,99,1,1,10,Canceled
Not Selected,0,Room_Type 1,175,Online,0,0,104,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,4,Online,0,0,93,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,41,Online,0,0,143,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,3,Offline,0,0,85,0,2,3,Not_Canceled
Not Selected,1,Room_Type 1,6,Online,0,0,130,1,2,3,Not_Canceled
Not Selected,1,Room_Type 1,35,Online,0,0,103,2,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,125,Online,0,0,117,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,3,Online,0,0,152,3,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,5,Online,0,0,117,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,77,Online,0,0,95,1,1,4,Not_Canceled
Not Selected,0,Room_Type 1,44,Offline,0,0,76,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,164,Online,0,0,114,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,52,Online,0,0,92,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,5,Online,0,0,151,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,73,Online,0,0,117,2,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,56,Online,0,0,140,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,28,Online,0,0,95,2,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,200,Online,0,0,66,2,2,14,Canceled
Meal Plan 1,0,Room_Type 1,157,Online,0,0,107,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,57,Online,0,0,93,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,57,Online,0,0,74,0,2,6,Canceled
Meal Plan 1,0,Room_Type 1,17,Online,0,0,69,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,71,Offline,0,0,120,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,148,Online,0,0,100,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,79,Online,0,0,109,2,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,46,Online,0,0,123,0,2,6,Canceled
Meal Plan 1,0,Room_Type 4,116,Online,0,0,138,2,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 2,19,Online,0,0,77,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,151,Online,0,0,91,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,75,Offline,0,0,80,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,8,Corporate,0,0,81,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,60,Offline,0,0,65,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,12,Online,0,0,111,3,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,64,Corporate,0,0,140,0,2,2,Canceled
Meal Plan 2,0,Room_Type 1,119,Offline,0,0,106,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,59,Offline,0,0,76,1,2,5,Not_Canceled
Not Selected,0,Room_Type 1,33,Offline,0,0,59,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,121,Online,0,0,76,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,20,Online,0,0,89,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,91,Online,0,0,61,1,2,4,Not_Canceled
Meal Plan 1,1,Room_Type 1,12,Online,0,0,114,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,52,Online,0,0,152,3,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,188,Online,0,0,123,1,3,7,Canceled
Meal Plan 1,0,Room_Type 1,70,Online,0,0,119,2,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,179,Online,0,0,82,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,6,Online,0,0,106,1,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,9,Online,0,0,141,3,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,134,Offline,0,0,65,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,21,Online,0,0,85,0,1,1,Canceled
Meal Plan 1,0,Room_Type 1,56,Online,0,0,113,0,2,2,Canceled
Meal Plan 1,0,Room_Type 4,68,Online,0,0,96,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,189,Online,0,0,90,1,2,4,Canceled
Not Selected,0,Room_Type 1,21,Online,0,0,138,0,2,4,Canceled
Not Selected,0,Room_Type 1,32,Online,0,0,109,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,104,Online,0,0,135,2,2,3,Canceled
Meal Plan 1,0,Room_Type 1,101,Offline,0,0,80,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,188,Offline,0,0,130,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,121,Offline,0,0,90,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,33,Online,0,0,152,1,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,3,Online,0,0,155,3,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,73,Online,0,0,89,2,2,3,Not_Canceled
Not Selected,0,Room_Type 1,161,Online,0,0,87,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,188,Offline,0,0,130,0,1,2,Canceled
Meal Plan 1,0,Room_Type 2,107,Online,0,0,76,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,3,Offline,0,0,85,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,37,Offline,0,0,105,0,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,39,Offline,0,0,101,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,47,Online,0,0,58,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,45,Online,0,0,93,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,95,Online,0,0,126,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,3,Offline,0,0,95,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,148,Offline,0,0,67,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,132,Online,0,0,89,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,39,Online,0,0,88,2,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,141,Online,0,0,99,0,2,5,Canceled
Meal Plan 1,0,Room_Type 1,102,Online,0,0,89,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,12,Online,0,0,122,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,9,Online,0,0,89,1,2,1,Not_Canceled
Not Selected,0,Room_Type 1,44,Online,0,0,82,1,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,45,Online,0,0,145,1,2,3,Canceled
Meal Plan 1,0,Room_Type 1,212,Online,0,0,90,2,2,14,Canceled
Meal Plan 1,0,Room_Type 1,146,Offline,0,0,75,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,5,Online,0,0,88,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,34,Online,0,0,131,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,164,Offline,0,0,100,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,141,Online,0,0,147,1,3,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,5,Online,0,0,105,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,12,Online,0,0,130,1,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,16,Online,0,0,127,0,1,4,Canceled
Meal Plan 1,0,Room_Type 1,150,Online,0,0,76,2,2,1,Canceled
Not Selected,0,Room_Type 1,44,Online,0,0,108,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,31,Online,0,0,95,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,5,Offline,0,0,65,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,11,Online,0,0,97,0,1,7,Canceled
Meal Plan 1,0,Room_Type 4,71,Offline,0,0,115,0,3,5,Canceled
Meal Plan 1,0,Room_Type 1,13,Online,0,0,141,1,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,23,Offline,0,0,110,1,3,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,75,Offline,0,0,105,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,69,Offline,0,0,120,0,1,6,Canceled
Meal Plan 1,0,Room_Type 1,85,Offline,0,0,72,0,2,6,Not_Canceled
Not Selected,0,Room_Type 1,6,Online,0,0,80,1,1,2,Not_Canceled
Not Selected,0,Room_Type 1,50,Online,0,0,82,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,102,Offline,0,0,79,0,2,14,Canceled
Meal Plan 1,0,Room_Type 1,76,Online,0,0,110,2,3,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,69,Offline,0,0,106,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,46,Offline,0,0,120,0,1,4,Not_Canceled
Not Selected,0,Room_Type 1,154,Online,0,0,108,1,2,4,Canceled
Meal Plan 2,0,Room_Type 1,102,Offline,0,0,109,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,100,Online,0,0,152,1,3,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,91,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,20,Corporate,0,0,67,0,1,2,Not_Canceled
Not Selected,0,Room_Type 4,0,Online,0,0,105,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,60,Online,0,0,121,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,62,Online,0,0,114,1,2,3,Canceled
Meal Plan 2,0,Room_Type 1,72,Offline,0,0,108,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,90,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,0,Online,0,0,115,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,3,Online,0,0,139,0,3,2,Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,134,0,1,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,39,Offline,0,0,87,0,1,2,Not_Canceled
Not Selected,0,Room_Type 1,32,Online,0,0,109,1,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,184,Online,0,0,152,0,2,5,Canceled
Meal Plan 1,0,Room_Type 4,33,Offline,0,0,77,0,2,5,Not_Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,89,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,129,Online,0,0,114,0,2,6,Canceled
Meal Plan 1,0,Room_Type 5,32,Online,0,0,137,1,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,131,Online,0,0,105,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,105,Offline,0,0,75,0,2,1,Canceled
Meal Plan 2,0,Room_Type 1,63,Offline,0,0,116,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,133,Online,0,0,105,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,86,Offline,0,0,105,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,59,Online,0,0,101,0,2,3,Canceled
Not Selected,0,Room_Type 4,0,Online,0,0,129,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,32,Offline,0,0,73,0,1,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,200,Online,0,0,146,1,2,5,Canceled
Meal Plan 1,0,Room_Type 1,100,Online,0,0,84,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,120,Online,0,0,127,0,2,4,Canceled
Not Selected,0,Room_Type 1,173,Online,0,0,80,2,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 4,2,Online,0,0,110,1,1,5,Not_Canceled
Meal Plan 1,0,Room_Type 4,62,Online,0,0,106,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,13,Offline,0,0,85,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,17,Online,0,0,114,2,2,5,Not_Canceled
Not Selected,0,Room_Type 1,19,Online,0,0,85,0,2,3,Canceled
Meal Plan 2,0,Room_Type 1,105,Offline,0,0,110,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,62,Offline,0,0,68,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,56,Offline,0,0,120,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,33,Corporate,0,0,59,0,1,2,Not_Canceled
Not Selected,0,Room_Type 1,37,Online,0,0,116,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,102,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 2,130,Online,0,0,61,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,113,Online,0,0,119,0,2,7,Canceled
Meal Plan 1,0,Room_Type 1,186,Offline,0,0,80,0,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 2,40,Offline,0,0,113,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,50,Offline,0,0,79,0,2,6,Canceled
Meal Plan 1,0,Room_Type 4,57,Online,0,0,105,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,7,Online,0,0,93,1,2,1,Not_Canceled
Not Selected,0,Room_Type 1,3,Online,0,0,119,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,39,Online,0,0,94,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,21,Online,0,0,129,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,39,Online,0,0,109,2,2,2,Not_Canceled
Not Selected,0,Room_Type 1,5,Online,0,0,82,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,29,Online,0,0,73,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,38,Online,0,0,104,1,2,2,Canceled
Meal Plan 1,0,Room_Type 1,105,Offline,0,0,75,0,2,1,Canceled
Not Selected,0,Room_Type 1,15,Online,0,0,125,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,73,Online,0,0,87,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,149,Online,0,0,144,1,3,7,Canceled
Meal Plan 1,0,Room_Type 1,55,Offline,0,0,71,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,31,Offline,0,0,80,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,87,Online,0,0,90,1,2,2,Canceled
Meal Plan 1,0,Room_Type 4,4,Offline,0,0,107,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,124,Online,0,0,118,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,51,Offline,0,0,60,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,56,Offline,0,0,120,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,2,Offline,0,0,109,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,97,0,2,1,Not_Canceled
Not Selected,0,Room_Type 1,13,Online,0,0,109,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,28,Offline,0,0,70,0,2,2,Canceled
Not Selected,0,Room_Type 1,175,Online,0,0,85,1,2,2,Not_Canceled
Not Selected,0,Room_Type 1,86,Online,0,0,95,1,2,6,Not_Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,149,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,139,Online,0,0,103,0,2,4,Canceled
Meal Plan 2,0,Room_Type 1,221,Offline,0,0,73,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,161,Online,0,0,114,1,2,3,Canceled
Meal Plan 1,0,Room_Type 4,21,Online,0,0,140,1,2,3,Canceled
Not Selected,0,Room_Type 1,26,Online,0,0,89,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,6,Online,0,0,74,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,63,Online,0,0,126,1,2,3,Canceled
Meal Plan 2,0,Room_Type 4,6,Online,0,0,152,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,85,Online,0,0,98,0,1,2,Not_Canceled
Not Selected,0,Room_Type 1,28,Online,0,0,129,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,45,Online,0,0,96,2,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,7,Online,0,0,101,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,188,Offline,0,0,130,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,51,Online,0,0,117,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,21,Online,0,0,112,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,151,Offline,0,0,71,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,34,Offline,0,0,76,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,162,Offline,0,0,115,0,1,4,Canceled
Meal Plan 1,0,Room_Type 1,183,Offline,0,0,110,1,2,3,Canceled
Not Selected,0,Room_Type 1,24,Online,0,0,107,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,7,Online,0,0,130,0,2,3,Canceled
Not Selected,0,Room_Type 1,201,Online,0,0,98,0,2,2,Canceled
Meal Plan 1,0,Room_Type 4,59,Online,0,0,119,1,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 6,1,Online,0,0,153,1,4,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,153,Online,0,0,151,3,3,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,35,Online,0,0,73,1,1,4,Not_Canceled
Not Selected,0,Room_Type 1,61,Online,0,0,78,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,50,Offline,0,0,85,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,151,Offline,0,0,71,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,63,1,1,2,Not_Canceled
Meal Plan 1,1,Room_Type 1,1,Online,0,0,97,3,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,88,Offline,0,0,68,0,2,1,Not_Canceled
Not Selected,0,Room_Type 4,0,Online,0,0,129,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,35,Online,0,0,127,1,3,4,Not_Canceled
Meal Plan 2,0,Room_Type 2,161,Offline,0,0,130,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,19,Online,0,0,99,2,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,120,Online,0,0,132,2,1,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,131,Offline,0,0,94,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,78,Offline,0,0,100,0,2,3,Canceled
Meal Plan 2,0,Room_Type 4,43,Online,0,0,144,1,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,81,Online,0,0,131,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,73,Online,0,0,62,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,21,Offline,0,0,94,0,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,83,Offline,0,0,112,0,2,1,Not_Canceled
Meal Plan 2,0,Room_Type 1,39,Offline,0,0,101,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,12,Offline,0,0,90,1,1,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,74,Offline,0,0,101,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,163,Offline,0,0,100,0,1,4,Canceled
Meal Plan 1,0,Room_Type 1,9,Online,0,0,133,1,2,4,Not_Canceled
Not Selected,0,Room_Type 1,3,Online,0,0,135,1,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 2,40,Offline,0,0,113,2,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,36,Offline,0,0,91,0,1,3,Not_Canceled
Not Selected,0,Room_Type 1,3,Online,0,0,95,0,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,0,Offline,0,0,109,0,2,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,4,Offline,0,0,112,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,34,Online,0,0,95,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,161,Online,0,0,114,2,3,4,Canceled
